#
# This data is provided by behindthename.com and is licensed under CC BY-SA 4.0.
# To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/4.0
#
# Given names, their genders and synonyms, exported from the behindthename.com database.
# Fri, 26 Sep 2025 23:27:02 -0700
#
# name	gender	related
Reba	f	Becca,Becci,Becka,Beckah,Becki,Becky,Bekki,Rebecca
Rebeca	f	
Rébecca	f	
Rebecca	f	Becca,Becci,Becka,Beckah,Becki,Becky,Bekki,Reba,Rebecka,Rebekka
Rebeccah	f	Becca,Becci,Becka,Beckah,Becki,Becky,Bekki,Reba,Rebecca
Rebeccanne	f	
Rebecka	f	Rebecca
Rebeckah	f	Becca,Becci,Becka,Beckah,Becki,Becky,Bekki,Reba,Rebecca
Rebeka	f	
Rebekah	f	
Rebekka	f	Rebecca
Recep	m	
Rechav'am	m	
Red	m	
Reda	m	Rida,Ridha
Rēdawulfaz	m	
Redd	m	Red
Redmond	m	Réamann,Réamonn
Redmund	m	Réamann,Réamonn,Redmond
Reece	m	Rees,Reese,Rhys
Reed	m	
Reem	f	Rim,Rima,Rym
Reena	f	Rina
Reene	f	Rena,Rene,Renee
Reenie	f	Maura,Maureen,Maurie,Maurine,Mo,Moira,Moreen,Rena,Rene,Renee
Rees	m	Reece,Reese,Rhys
Reese	mf	Reece,Rees,Rhys
Reet	f	
Reeta	f	Maarit,Margareta,Marketta,Reetta
Reetta	f	Maarit,Margareta,Marketta,Reeta
Refik	m	
Refilwe	mf	
Reg	m	Reggie,Reginald,Reynold
Regan	fm	Raegan,Reagan
Regana	f	Regan
Regena	f	Gena,Gina,Ina,Jeana,Jeanna,Regina
Reggie	m	Reg,Reginald,Reynold
Regin	m	
Regína	f	
Regīna	f	
Regina	f	Gena,Gina,Ina,Jeana,Jeanna,Regena,Regine
Reginald	m	Reg,Reggie,Reynold
Reginaldo	m	Reinaldo,Reynaldo
Régine	f	
Regine	f	Gina,Ina,Regina
Régis	m	
Regla	f	
Regula	f	
Régulo	m	Reyes
Regulus	m	
Rehab	f	Rihab
Reham	f	Riham
Rehema	f	
Rehina	f	
Rehman	m	
Rehmat	mf	Rahmat
Rehoboam	m	
Řehoř	m	
Rei	f	
Reid	m	
Reidar	m	
Reidun	f	
Reign	fm	
Reigo	m	
Reijo	m	
Reiko	f	
Reilly	mf	
Reima	m	Raimo
Reimund	m	
Rein	m	Rien
Reina	f	Rayna,Reyes,Reyna
Reinald	m	Raginald,Reinhold
Reinaldo	m	Reginaldo,Rey,Reynaldo
Reinder	m	
Reindert	m	
Reine	f	
Reiner	m	Raginheri,Rainer
Reinhard	m	Raginhard,Rainard,Reinhardt
Reinhardt	m	Reinhard
Reinhild	f	Reinhilde
Reinhilde	f	Reinhild
Reinhold	m	Raginald,Reinald
Reinholds	m	Reinis
Reinier	m	
Reinis	m	
Reino	m	
Reinoud	m	Reinout
Reinout	m	Reinoud
Reis	m	
Rejjan	m	
Réka	f	
Reko	m	
Rémann	m	
Remao	m	
Rembert	m	Raginbert,Rambert
Rembrandt	m	
Remco	m	
Remedios	f	
Remei	f	
Rémi	m	Rémy
Remi	fm	
Remiel	m	Jeremiel
Remigijus	m	
Remigio	m	
Remigius	m	
Remigiusz	m	
Remington	mf	
Remme	m	
Remo	m	
Remus	m	
Rémy	m	Rémi
Remy	mf	
Ren	mf	
Rena	f	Rene,Renee
Renae	f	
Renan	m	
Renard	m	
Renārs	m	
Renat	m	
Renáta	f	Renata
Renata	f	Renáta,Renate,Renia
Renatas	m	
Renāte	f	
Renate	f	Renata
Renato	m	
Renatus	m	
Renaud	m	
Rene	mf	Rena,Renee
René	m	
Renée	f	
Renee	f	Rena,Rene
Reneer	m	Neer
Renesmee	f	
Renia	f	Renata
Renie	f	Rena,Rene,Renee
Renita	f	
Rens	m	Lau,Laurens
Renske	f	
Renza	f	Lorella,Lorenza,Loretta
Renzo	m	Enzo,Lorenzo,Loris
Reşat	m	
Reshma	f	Reshmi
Reshmi	f	Reshma
Reşide	f	
Reşit	m	
Resurrección	f	
Retha	f	
Rethabile	fm	
Reto	m	
Reuben	m	Reuven,Rube
Reuel	m	
Reumah	f	
Reut	f	
Reuven	m	Reuben
Reva	f	
Revaz	m	Reziko
Revazi	m	
Reverie	f	
Rex	m	
Rexana	f	Roxana,Roxane,Roxanna,Roxanne,Roxie,Roxy
Rexanne	f	Roxana,Roxane,Roxanna,Roxanne,Roxie,Roxy
Rexhep	m	
Rey	m	Reinaldo,Reynaldo
Reyes	fm	Régulo,Reina
Reyhan	f	
Reyhangül	f	
Reyna	f	Reina
Reynalda	f	
Reynaldo	m	Reginaldo,Reinaldo,Rey
Reynard	m	Raynard
Reynaud	m	
Reynold	m	Reginald
Reyyan	f	
Reza	m	
Rēzija	f	Terēzija
Reziko	m	Revaz
Rezső	m	
Rhachel	f	
Rhagouel	m	
Rhamesses	m	Rameses,Ramesses,Ramessu,Ramses
Rhaphael	m	
Rhea	f	Rheia,Rheie
Rheanna	f	Reanna,Rhianna
Rhebekka	f	
Rheia	f	Rhea,Rheie
Rheie	f	Rhea,Rheia
Rheinallt	m	
Rhett	m	
Rhetta	f	
Rhian	f	
Rhianna	f	Reanna
Rhiannon	f	Rhianon
Rhianon	f	Rhiannon
Rhisiart	m	
Rhoda	f	
Rhode	f	
Rhodopis	f	
Rhodri	m	
Rhona	f	
Rhonda	f	Ronda
Rhonwen	f	
Rhosyn	f	
Rhouben	m	
Rhouth	f	
Rhoxane	f	Roxana
Rhydderch	m	Roderick
Rhydian	m	
Rhys	m	Reece,Rees,Reese
Ria	f	Jet,Maaike,Maja,Mareike,Maria,Marieke,Mariele,Mariëlle,Marietta,Mariëtte,Marije,Marijke,Marike,Mariska,Marita,Marjo,Meike,Mia,Mieke,Miep,Mies,Mitzi
Riacán	m	Rígán
Riad	m	Riaz
Riagán	m	
Rían	m	Rian
Rian	m	Rían,Ry,Ryan
Rianne	f	
Riannon	f	Rhiannon
Riaz	m	Riad
Ric	m	Dick,Rich,Richard,Richie,Rick,Rickey,Ricki,Rickie,Ricky,Rikki,Ritchie
Rica	f	Frederica
Ricard	m	
Ricarda	f	
Ričardas	m	
Ricardo	m	Rico
Ričards	m	
Riccarda	f	
Riccardo	m	
Rich	m	Dick,Ric,Richard,Richie,Rick,Rickey,Ricki,Rickie,Ricky,Rikki,Ritchie
Richa	f	
Richárd	m	
Richard	m	Dick,Ric,Rich,Richie,Rick,Rickard,Rickey,Ricki,Rickie,Ricky,Ricohard,Rikard,Rikki,Riško,Rišo,Ritchie
Richardine	f	Ricki,Rikki
Richardis	f	
Richelle	f	Rachael,Racheal,Rachel,Rachelle,Rae,Rochelle
Richie	m	Dick,Ric,Rich,Richard,Rick,Rickey,Ricki,Rickie,Ricky,Rikki,Ritchie
Richmal	f	
Rick	m	Dick,Ric,Rich,Richard,Richie,Rickey,Ricki,Rickie,Ricky,Rikki,Ritchie
Rickard	m	Richard,Rikard
Rickey	m	Dick,Ric,Rich,Richard,Richie,Rick,Ricki,Rickie,Ricky,Rikki,Ritchie
Ricki	mf	Dick,Ric,Rich,Richard,Richie,Rick,Rickey,Rickie,Ricky,Rikki,Ritchie
Rickie	m	Dick,Ric,Rich,Richard,Richie,Rick,Rickey,Ricki,Ricky,Rikki,Ritchie
Ricky	m	Dick,Ric,Rich,Richard,Richie,Rick,Rickey,Ricki,Rickie,Rikki,Ritchie
Ricmod	fm	
Rico	m	Enrico,Ricardo
Ricohard	m	Richard
Rida	m	Reda,Ridha
Riderch	m	
Ridge	m	
Ridha	m	Reda,Rida
Ridley	mf	
Rıdvan	m	
Ridwan	m	Rizwan
Ridwana	f	Rizwana
Rie	f	
Rien	m	Marijn,Marinus,Rein,Rini,Rinus,Riny
Rıfat	m	
Rifat	m	
Rifka	f	
Rígán	m	Riacán
Rigantona	f	
Rígbarddán	m	
Rigby	m	
Rigel	m	
Ríghnach	f	Ríoghnach
Rigmor	f	
Rigobert	m	
Rigoberto	m	
Rihab	f	Rehab
Riham	f	Reham
Rihanna	f	Rayhana,Rayhane
Rihard	m	
Rihards	m	
Riika	f	Fredrika,Henna,Henriikka,Riikka
Riikka	f	Fredrika,Henna,Henriikka,Riika
Riin	f	Kadi,Kadri,Kai,Kaia,Kaidi,Kaisa,Kaja,Katariina,Kati,Katrin,Riina,Triin,Triinu
Riina	f	Iina,Kadi,Kadri,Kai,Kaia,Kaidi,Kaija,Kaisa,Kaja,Kata,Katariina,Kati,Katri,Katriina,Katrin,Riin,Triin,Triinu
Riitta	f	Birgitta,Piritta,Pirjo,Pirkko
Rijad	m	
Rik	m	Fred,Freddy,Frederik,Freek,Frits,Hein,Heintje,Hendrick,Hendrik,Henk,Hennie,Henny
Rika	f	Drika,Fredrika,Heintje,Hendrika,Hendrikje,Hendrina,Hennie,Henny
Rīkaharduz	m	
Rikard	m	Richard,Rickard
Rikárdó	m	
Rike	f	Frieda,Friede,Friedel,Friederike,Fritzi,Henrike
Rikhard	m	Riku
Rikke	f	Frederikke
Rikki	fm	Dick,Ric,Rich,Richard,Richie,Rick,Rickey,Ricki,Rickie,Ricky
Riko	f	
Riku	m	Rikhard
Rikuto	m	
Riley	mf	Ry,Rylee,Ryleigh,Ryley,Rylie
Rilla	f	Marilla
Rim	f	Reem,Rima,Rym
Rima	f	Reem,Rim,Rimantė,Rym
Rimantas	m	Rimas
Rimantė	f	Rima
Rimas	m	Rimantas
Rin	fm	
Rina	f	Caterina,Catharina,Cato,Ina,Katinka,Katrien,Katrijn,Marijn,Marina,Marinella,Reena,Rinat,Rini,Riny,Tina,Tineke
Rinaldo	m	
Rinat	mf	Rina
Rini	mf	Catharina,Cato,Ina,Katinka,Katrien,Katrijn,Marijn,Marina,Marinus,Rien,Rina,Rinus,Riny,Tina,Tineke
Rino	m	Gennarino,Gennaro,Ottorino,Severino,Vittorino
Rinus	m	Marijn,Marinus,Rien,Rini,Riny
Riny	mf	Catharina,Cato,Ina,Katinka,Katrien,Katrijn,Marijn,Marina,Marinus,Rien,Rina,Rini,Rinus,Tina,Tineke
Rio	mf	
Ríoghán	m	
Ríoghnach	f	Ríghnach
Ríona	f	Cáit,Caitríona,Catriona,Katriona,Ríonach,Tríona
Ríonach	f	Ríona
Riordan	m	
Ripley	fm	
Ris	m	
Rishi	m	
Riško	m	Richard,Rišo
Rišo	m	Richard,Riško
Risteárd	m	
Risto	m	Hristo,Hristofor,Kristian,Kristjan,Kristo
Rīta	f	
Rita	f	Greta,Margarita,Margherita
Ritchie	m	Dick,Ric,Rich,Richard,Richie,Rick,Rickey,Ricki,Rickie,Ricky
Ritika	f	
Ritsu	mf	
Ritu	f	
Ritva	f	
Ritzpa	f	
Riva	f	Rivka
Rivaldo	m	
River	mf	
Rivka	f	Riva
Rivqa	f	
Riya	f	
Rıza	m	
Rizki	mf	Rizky
Rizky	mf	Rizki
Rizpah	f	
Rızvan	m	
Rizvan	m	
Rizwan	m	Ridwan
Rizwana	f	Ridwana
Roald	m	
Roan	m	Ronne
Roar	m	
Rob	m	Bob,Bobbie,Bobby,Robbe,Robbie,Robbin,Robby,Robert,Robin
Robab	f	Robabeh
Robabeh	f	Robab
Robbe	m	Bob,Rob,Robert
Robbert	m	
Robbie	mf	Birdie,Bob,Bobbi,Bobbie,Bobby,Rob,Robbin,Robby,Robert,Roberta,Robin
Robbin	fm	Bob,Rob,Robbie,Robby,Robert,Roberta,Robin,Robyn
Robby	m	Bob,Bobbie,Bobby,Rob,Robbie,Robbin,Robert,Robin
Robena	f	Robbin,Roberta,Robin,Robyn
Róbert	m	Robi
Robert	m	Bob,Bobbie,Bobby,Hrodebert,Hrodperht,Rob,Robbe,Robbie,Robbin,Robby,Robertus,Robin,Rupert,Ruprecht
Roberta	f	Birdie,Bobbi,Bobbie,Robbie,Robbin,Robertina,Robin,Robyn
Robertas	m	
Roberte	f	
Robertina	f	Roberta
Roberto	m	Berto
Roberts	m	
Robertus	m	Hrodebert,Hrodperht,Robert
Robi	m	Rabi,Ravi,Róbert
Robin	mf	Birdie,Bob,Bobbi,Bobbie,Bobby,Rob,Robbie,Robbin,Robby,Robert,Roberta,Robyn
Robina	f	Robbin,Roberta,Robin,Robyn
Robinson	m	
Robrecht	m	Bob,Brecht,Rob,Robbe,Robert
Robson	m	
Robyn	f	Robbin,Roberta,Robin
Robynne	f	Robbin,Roberta,Robin,Robyn
Roc	m	
Rocco	m	Rochus
Roch	m	
Rochel	f	
Rochelle	f	Richelle
Rochus	m	Rocco,Rokus
Rocío	f	
Rocky	m	
Rod	m	Roddy,Roderick,Rodney
Rodamonte	m	Rodomonte
Roddy	m	Rod,Roderick,Rodney,Rory,Ruairi,Ruairidh,Ruaraidh,Ruaridh
Roderic	m	
Roderick	m	Rod,Roddy,Ruairi,Ruairidh,Ruaraidh,Ruaridh
Rodge	m	Rodger
Rodger	m	Rodge
Rodica	f	
Rodina	f	
Rodion	m	Rodya
Rodney	m	Rod,Roddy
Rodolf	m	Roelof,Rudi,Rudolf,Ruedi,Ruud
Rodolfito	m	Fito,Rodolfo
Rodolfo	m	
Rodolph	m	Rodolphe,Rudolph,Rudy
Rodolphe	m	
Rodomonte	m	Rodamonte
Rodrigo	m	Roi,Rui,Ruy
Rodrigue	m	
Rodya	m	Rodion
Roel	m	Roeland,Roelof,Roland,Rudolf
Roeland	m	Roel,Roland
Roelof	m	Roel,Rudolf,Ruud
Roffe	m	Rolf
Rogatus	m	
Rogelia	f	
Rogelio	m	
Roger	m	
Rogério	m	
Roghayeh	f	
Rogier	m	Rutger
Rohan	mf	
Rohese	f	Rohesia,Royse
Rohesia	f	Rohese,Royse
Rohini	f	
Rohit	m	
Roi	m	Rodrigo
Roibeárd	m	
Roimata	f	
Róis	f	Róise,Róisín,Rosheen
Róise	f	Róisín,Rosheen
Róisín	f	Róise,Rosheen
Rok	m	
Rokas	m	
Roko	m	
Roksana	f	
Roksolana	f	
Rokuro	m	Rokurō,Rokurou
Rokurō	m	Rokuro,Rokurou
Rokurou	m	Rokuro,Rokurō
Rokus	m	
Rolan	m	
Roland	m	Loránd,Lóránt,Orlando,Roel,Roeland,Rolant,Rolland,Rollant,Rollie,Roly
Rolandas	m	
Rolande	f	
Rolando	m	Orlando,Roldán
Rolands	m	
Rolant	m	Orlando,Roland,Rollant
Roldán	m	Orlando,Rolando
Roldão	m	Orlando,Rolando
Rolf	m	Roffe,Rudolf
Rolland	m	Roland,Rollie,Roly
Rollant	m	Orlando,Roland,Rolant
Rollie	m	Roland,Rolland,Roly
Rollo	m	
Rolo	m	Rollo
Rolph	m	Rolf
Roly	m	Roland,Rolland,Rollie
Rom	mf	
Roma	mf	Roman
Romà	m	
Romaeus	m	Romanus
Romain	m	
Romaine	f	Romane
Román	m	
Roman	m	Roma
Romána	f	
Romana	f	
Romanas	m	Romas
Romane	f	Romaine
Romano	m	
Romanos	m	
Romāns	m	
Romanus	m	Romaeus
Romão	m	
Romas	m	Romanas,Romualdas
Romayne	f	Romaine
Rome	m	
Romée	f	
Romein	m	
Roméo	m	
Romeo	m	
Romeu	m	
Romey	fm	Roman,Rome,Romy,Rosemarie,Rosemary
Romi	f	
Romilda	f	Rumhilt
Romilius	m	
Romilly	mf	
Romina	f	
Romola	f	
Romolo	m	
Romuald	m	
Romualda	f	
Romualdas	m	Romas
Romualdo	m	
Romualds	m	
Rómulo	m	Rômulo
Rômulo	m	Rómulo
Romulus	m	
Romy	f	Rose-Marie,Rosemarie,Rosemary
Ron	m	Ronald,Ronen,Ronnie,Ronny
Rona	f	Ronit
Ronald	m	Raghnall,Ranald,Ron,Ronnie,Ronny
Ronalda	f	
Ronaldinho	m	Ronaldo
Ronaldo	m	Ronaldinho
Rónán	m	Ronan
Ronan	m	Rónán
Ronda	f	Rhonda
Ronen	m	Ron
Rong	fm	
Roni	fm	Ronnie,Veronica
Ronin	m	
Ronit	f	Rona
Ronja	f	
Ronne	m	Roan
Ronnette	f	
Ronnie	mf	Ron,Ronald,Roni,Ronny,Veronica
Ronny	m	Ron,Ronald,Ronnie
Roope	m	Robert
Roopertti	m	Pertti,Robert,Roope
Roos	f	Roosje,Rosa
Roosa	f	Rosa
Roosevelt	m	
Roosje	f	Roos,Rosa
Roozbeh	m	Rouzbeh
Roparzh	m	
Roque	m	
Rorie	fm	Rory
Rory	mf	Rorie,Ruaidhrí,Ruairi,Ruairí,Ruairidh,Ruaraidh,Ruaridh
Rós	f	Rósa
Ros	f	Rosalind,Rosaline,Rosalyn,Rosamond,Roselyn,Roslyn,Roz
Rósa	f	Rós
Rosa	f	Roos,Roosa,Roosje,Rose,Rosella,Rosetta,Rosi,Rosica,Rosie,Rosina,Rosinha,Rosita,Rositsa,Rosy
Rosabel	f	
Rosabella	f	
Rosaire	m	
Rosalba	f	
Rosalee	f	Rosalie
Rosaleen	f	Rosalind,Rosaline,Rosalyn,Roselyn,Roslyn
Rosália	f	
Rosalía	f	Rosi
Rosalia	f	Lia
Rosalie	f	Rosalee,Rosi
Rosalin	f	Ros,Rosalind,Rosaline,Rosalyn,Roselyn,Roslyn,Roz
Rosalina	f	Lina,Rosalinda,Rosilene
Rosalind	f	Ros,Rosaline,Rosalyn,Roselyn,Roslyn,Roz
Rosalinda	f	Rosalina
Rosalinde	f	
Rosaline	f	Ros,Rosalind,Rosalyn,Roselyn,Roslyn,Roz
Rosalva	f	
Rosalyn	f	Ros,Rosalind,Rosaline,Roselyn,Roslyn,Roz
Rosalynn	f	Ros,Rosalind,Rosaline,Rosalyn,Roselyn,Roslyn,Roz
Rosalynne	f	Ros,Rosalind,Rosaline,Rosalyn,Roselyn,Roslyn,Roz
Rosa María	f	
Rosamond	f	Ros,Roz
Rosamund	f	Ros,Rosamond,Roz
Rosana	f	Roxana
Rosângela	f	
Rosangela	f	
Rosanna	f	
Rosannah	f	Rosanna
Rosanne	f	Roseann,Roseanne,Rozanne
Rosaria	f	
Rosário	f	
Rosario	fm	Charo
Rosaura	f	
Roscoe	m	
Rose	f	Rosa,Rosette,Rosie,Rosine,Rosy
Roseann	f	Rosanne,Roseanne,Rozanne
Roseanna	f	Rosanna
Roseanne	f	Rosanne,Roseann,Rozanne
Roseli	f	
Rosélia	f	
Roseline	f	Roselyne
Rosella	f	Rosa,Rosetta,Rosina
Roselle	f	
Roselyn	f	Ros,Rosalind,Rosaline,Rosalyn,Roslyn,Roz
Roselyne	f	Roseline
Rose-Marie	f	Romy
Rosemarie	f	Romy,Rosemary
Rosemary	f	Romy,Rosemarie
Rosemonde	f	
Rosen	m	
Rosenda	f	
Rosendo	m	
Rosenrot	f	
Roser	f	
Rosetta	f	Rosa,Rosella,Rosina
Rosette	f	Rose,Rosine
Roshan	mf	Roshanak
